,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
66539,3165630,-5.0,119099.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 49.0,,,,F,T,T,F,desktop,
123275,3476002,-5.0,112775.0,2.0,0.0,0.0,0.0,,,2.0,0.0,100.0,NotFound,52.0,-180.0,Found,Found,100.0,,537.0,314.0,,,,,,,,Found,Found,,chrome 49.0,,,,F,T,T,F,desktop,
103762,3374867,0.0,29319.0,0.0,0.0,24.0,-30.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,410.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 64.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
63626,3147537,-5.0,99057.0,,,0.0,-1.0,,,0.0,0.0,100.0,Found,52.0,-300.0,New,NotFound,166.0,,312.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
40213,3084627,0.0,102026.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,41.0,-300.0,Found,Found,166.0,15.0,100.0,533.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,1440x900,match_status:2,T,T,T,T,desktop,MacOS
90796,3297438,-5.0,210369.0,,,-4.0,-100.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,12.0,417.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Moto G (5) Build/NPP25.137-93
33138,3071743,-20.0,155318.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
128251,3505659,-10.0,893780.0,0.0,0.0,-5.0,-10.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,127.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,SM-G935F Build/NRD90M
134723,3531992,0.0,23168.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,Found,41.0,-300.0,Found,Found,166.0,15.0,410.0,161.0,,,,,,,,Found,Found,Mac OS X 10_13_3,chrome 66.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
19610,3044341,-10.0,263891.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,63.0,-300.0,Found,Found,166.0,15.0,390.0,489.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,F,T,desktop,Trident/7.0
12715,3028062,-10.0,245059.0,,,4.0,-9.0,,,,,100.0,NotFound,63.0,-300.0,New,NotFound,166.0,13.0,352.0,333.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,,,T,F,F,T,desktop,Trident/7.0
77014,3226041,-45.0,136475.0,,,3.0,-32.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 60.0 for android,,,,F,F,T,F,mobile,CAM-L03 Build/HUAWEICAM-L03
70411,3188911,0.0,159185.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,Found,Android 6.0.1,chrome 63.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,SM-G550T1 Build/MMB29K
17263,3039103,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89192,3287892,-5.0,265884.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-A520F Build/NRD90M
91962,3304055,-35.0,420575.0,,,0.0,-6.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
70055,3186790,0.0,223071.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,100.0,501.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
62242,3140760,-5.0,26714.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,136.0,280.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
61774,3138725,0.0,197248.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,153.0,563.0,,,,,,,,New,NotFound,,android webview 4.0,,,,F,F,T,T,mobile,A9
78114,3232318,-5.0,41181.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,368.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
19552,3044231,-5.0,47300.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,548.0,278.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
55492,3112380,-5.0,119357.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,597.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
115574,3432950,-5.0,175162.0,,,3.0,-6.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,352.0,533.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari generic,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
59894,3128798,-5.0,25379.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
135514,3535934,-5.0,268985.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,218.0,,431.0,634.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,LGLS676 Build/MXB48T
90264,3293646,-20.0,374699.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
43519,3090635,-5.0,96271.0,0.0,0.0,0.0,-11.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
48349,3098477,-5.0,154744.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,582.0,600.0,,,,,,,,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,F,mobile,SAMSUNG-SM-G930A Build/NRD90M
86078,3271040,-5.0,56203.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,33.0,-480.0,Found,Found,166.0,,215.0,222.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,T,desktop,MacOS
11949,3026308,0.0,99448.0,0.0,0.0,-1.0,-26.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,15.0,266.0,563.0,,,,,,,,Found,Found,,chrome 55.0 for android,,,,F,F,T,T,mobile,HTC Desire 626s Build/LMY47O
84182,3262112,-5.0,11552.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,Found,24.0,-300.0,Found,Found,166.0,15.0,390.0,549.0,,,,,,,,Found,Found,iOS 11.2.5,mobile safari generic,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
103168,3371593,-10.0,61252.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,Windows
143481,3573363,0.0,74343.0,,,2.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,625.0,611.0,,,,,,,,New,NotFound,iOS 11.2.6,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,T,T,mobile,iOS Device
60852,3134198,0.0,135992.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,621.0,222.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
121002,3462492,-5.0,225009.0,,,-5.0,-12.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,567.0,315.0,,,,,,,,New,NotFound,,chrome 57.0 for android,,,,F,F,T,F,mobile,E2306 Build/26.3.A.1.33
91663,3302799,-5.0,531952.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,305.0,,,,,,,,Found,Found,,chrome 55.0 for android,,,,F,F,T,F,mobile,HTC Desire 626s Build/LMY47O
45716,3094306,-5.0,103693.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
66740,3166602,-5.0,83638.0,,,0.0,0.0,,,,,100.0,Found,49.0,-300.0,New,NotFound,166.0,,215.0,533.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
110971,3405699,-45.0,264683.0,0.0,0.0,0.0,-13.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,290.0,638.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,MYA-L13 Build/HUAWEIMYA-L13
3314,3001242,-5.0,49864.0,0.0,0.0,8.0,-9.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,12.0,410.0,333.0,,,,,,,,Found,Found,Windows 7,chrome 61.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
75200,3215416,0.0,5758.0,0.0,0.0,23.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,13.0,139.0,597.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
32750,3071099,-5.0,40348.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,600.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
39119,3082577,-5.0,84657.0,0.0,0.0,2.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
65563,3159594,-5.0,575027.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,484.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
24377,3054755,0.0,90058.0,,,36.0,-100.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,570.0,600.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1200,match_status:2,T,T,T,T,desktop,Trident/7.0
90340,3294327,0.0,27323.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,533.0,533.0,,,,,,,,Found,Found,Android 7.0,samsung browser generic,32.0,,match_status:2,T,F,T,T,mobile,SAMSUNG SM-G955U Build/NRD90M
54501,3109443,-20.0,311200.0,,,0.0,-1.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
11408,3024906,-10.0,113921.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,,139.0,256.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
15664,3035210,-5.0,146170.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,18.0,529.0,161.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,F,mobile,iOS Device
41673,3087391,-5.0,88740.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,633.0,521.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
36545,3077997,-5.0,222042.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
138944,3549341,-10.0,3911.0,0.0,0.0,,,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,,,,,,,,,,,,Found,Found,Windows 10,,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3022,3000061,0.0,123701.0,,,0.0,0.0,,,0.0,0.0,98.0999984741211,NotFound,,-300.0,New,NotFound,166.0,13.0,390.0,549.0,,,,,,,,Found,Found,Android,chrome 61.0,24.0,1366x768,match_status:2,T,F,T,T,mobile,
65444,3158867,-5.0,74024.0,0.0,0.0,7.0,-4.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,418.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
7475,3014532,-5.0,263333.0,0.0,0.0,12.0,0.0,,,0.0,0.0,100.0,Found,49.0,-420.0,Found,Found,166.0,15.0,321.0,266.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
79834,3242375,-15.0,196790.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,266.0,563.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
1226,2993101,0.0,107008.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G950F Build/NRD90M
14113,3031443,-10.0,207543.0,0.0,0.0,0.0,-2.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,290.0,401.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
40495,3085183,-5.0,113171.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,312.0,600.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
98406,3347691,-5.0,279643.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-300.0,New,NotFound,102.0,15.0,410.0,360.0,,,,,,,,Found,Found,Windows 8.1,chrome generic,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
209,2987710,-5.0,184829.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,
96991,3339400,-20.0,111985.0,,,,,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,266.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
68126,3175691,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46144,3094966,0.0,21406.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,621.0,600.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-N920T Build/NRD90M
16687,3037544,-25.0,110132.0,,,7.0,-31.0,25.0,-45.0,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,12.0,317.0,333.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,119.0,Found,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2224x1668,match_status:1,T,F,T,F,mobile,iOS Device
116577,3438614,-5.0,351790.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,64.0,-300.0,Found,Found,166.0,,277.0,600.0,,,,,,,,Found,Found,Mac OS X 10_13_4,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
118046,3446276,-5.0,234342.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,566.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,SAMSUNG SM-G900M Build/LRX21T
40619,3085407,0.0,147104.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,,529.0,253.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,5120x2880,match_status:2,T,F,T,T,desktop,MacOS
43583,3090745,-5.0,59643.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,277.0,472.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
111179,3406759,-10.0,225330.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,Hisense L675 Build/MRA58K
64200,3150600,-15.0,245706.0,,,3.0,0.0,,,,,100.0,NotFound,35.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-J500M Build/LMY48B
37451,3079747,0.0,31687.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,307.0,404.0,,,,,,,,New,NotFound,Mac OS X 10_13_1,chrome 63.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
123418,3476859,-45.0,558019.0,,,0.0,-9.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,13.0,176.0,127.0,,,,,,,,New,NotFound,,chrome generic for android,,,,F,F,T,F,mobile,CAM-L03 Build/HUAWEICAM-L03
39240,3082795,0.0,204525.0,,,-3.0,-100.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,G3223 Build/42.0.A.4.101
53104,3105751,-5.0,118203.0,,,7.0,-10.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,391.0,,,,,,,,New,NotFound,iOS 10.3.2,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
23986,3053945,0.0,82598.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,iOS 10.3.3,chrome 63.0 for ios,32.0,2048x1536,match_status:2,T,F,T,T,mobile,iOS Device
137071,3543489,-5.0,260255.0,,,-5.0,-11.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,15.0,567.0,507.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,SM-A510M Build/MMB29K
12933,3028514,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19122,3043453,-25.0,305425.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 61.0,,,,F,F,F,T,desktop,Windows
13384,3029619,-5.0,114924.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,216.0,181.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
60223,3130307,-25.0,205574.0,,,16.0,-11.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,345.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
138763,3548549,-10.0,536.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
39315,3082931,-5.0,47576.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
61576,3137897,0.0,267951.0,,,0.0,0.0,,,,,100.0,NotFound,,,Found,NotFound,225.0,,427.0,563.0,,,,,,,,Found,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-A500M Build/LRX22G
8451,3017209,0.0,393275.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
26513,3059156,-5.0,96808.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
58486,3122714,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77046,3226130,-20.0,107385.0,,,4.0,-29.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
59292,3126075,-5.0,155445.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,312.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,Windows
53239,3106146,-15.0,71713.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
51204,3102132,-10.0,41205.0,0.0,0.0,-1.0,-29.0,11.0,-35.0,0.0,0.0,100.0,Found,11.0,-480.0,Found,Found,166.0,13.0,317.0,222.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,442.0,161.0,Found,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
34009,3073506,-15.0,132327.0,,,,,14.0,-19.0,0.0,-11.0,96.66999816894533,NotFound,52.0,,New,NotFound,,,,,440.0,41.0,IP_PROXY:ANONYMOUS,,511.0,150.0,Found,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
103160,3371555,-25.0,155406.0,,,0.0,-7.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
49978,3100471,-5.0,84293.0,,,2.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,312.0,597.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
117398,3442835,-5.0,52414.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,64.0,-360.0,Found,Found,166.0,,372.0,215.0,,,,,,,,Found,Found,Mac OS X 10.13,firefox 59.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,rv:59.0
83911,3260955,-5.0,107132.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,Found,33.0,-480.0,Found,Found,166.0,15.0,352.0,222.0,,,,,,,,Found,Found,Android 5.1.1,chrome 50.0 for android,32.0,855x480,match_status:2,T,F,T,F,mobile,VS425PP Build/LMY47V
47905,3097748,-5.0,94226.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,339.0,533.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
23231,3052502,0.0,132568.0,0.0,0.0,2.0,-33.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J510MN Build/MMB29M
7626,3014999,-20.0,344498.0,,,0.0,-16.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,safari generic,,,,F,F,F,T,desktop,
22348,3050546,-5.0,91107.0,,,8.0,-32.0,11.0,-36.0,,,100.0,NotFound,55.0,-300.0,New,NotFound,166.0,12.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG-SM-G935A Build/NRD90M
112040,3412476,-5.0,9381.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x767,match_status:2,T,F,T,T,desktop,Windows
100458,3357977,-35.0,167150.0,,,11.0,0.0,,,,,100.0,NotFound,33.0,,Unknown,,218.0,15.0,410.0,634.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
71439,3195134,0.0,5160.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,452.0,256.0,,,,,,,,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,1680x1050,match_status:2,T,T,T,T,desktop,MacOS
138182,3547133,-5.0,278296.0,0.0,0.0,-4.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,17.0,266.0,563.0,,,,,,,,Found,Found,,chrome 51.0 for android,,,,F,F,T,F,mobile,LG-X180g Build/LMY47I
84350,3263089,-5.0,38636.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,33.0,-300.0,Found,Found,166.0,15.0,215.0,489.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
81721,3251365,-5.0,119663.0,1.0,0.0,0.0,-12.0,,,1.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,13.0,410.0,333.0,,,,,,,,Found,Found,Windows 10,chrome 61.0,16.0,1600x1200,match_status:2,T,F,T,T,desktop,Windows
